JCR,RCR,Journ
9.771,0.652179058,P Natl Acad Sci Usa
3.368,0.577229297,Physiol Genomics
4.773,0.380590528,J Biol Chem
20.589,2.540476025,Immunity
4.189,0.513791207,J Phys Chem B
3.817,0.711104001,Psychopharmacology
5.15,1.114563924,J Virol
2.824,0.882846484,J Appl Physiol
1.545,2.146938416,Ieee T Ultrason Ferr
4.235,1.518720513,J Appl Physiol
5.328,0.473395955,J Biol Chem
4.812,0.670101692,Bipolar Disord
2.605,1.454929773,Ann Biomed Eng
4.351,0.608989011,Plos One
5.402,0.783243434,Carcinogenesis
4.218,0.500539788,Biophys J
4.819,0.837870397,Mol Microbiol
9.38,1.453547073,P Natl Acad Sci Usa
3.178,0.483898508,J Appl Physiol
5.239,0.710714083,J Mol Biol
4.135,0.537027975,Dna Repair
3.162,0.210010139,Chem Res Toxicol
6.482,0.741757452,J Biol Chem
6.908,1.13098952,Hypertension
5.581,0.356710861,J Biol Chem
7.178,1.413401296,J Neurosci
5.198,0.329981864,Rna
5.796,0.474978653,Am J Pathol
6.702,0.164590416,J Immunol
3.881,0.139725331,Am J Physiol-Heart C
7.365,1.379186327,Biomaterials
6.068,0.372405647,J Immunol
5.491,0.658965481,Ophthalmology
3.606,0.153502377,Clin Immunol
5.341,2.967061889,J Virol
5.377,0.664849964,Radiology
5.52,1.471465646,J Biol Chem
6.33,0.443726494,Crit Care Med
5.287,0.307623725,Anal Chem
5.487,1.660137716,Am J Pathol
10.558,1.577989457,Blood
4.377,0.529720443,Neoplasia
1.58,0.137092916,Magn Reson Imaging
5.739,1.12093529,Neuroimage
2.06,0.258721197,Digest Dis Sci
5.808,0.374213817,J Biol Chem
6.601,1.153886916,Gut
6.791,2.852958932,Faseb J
6.115,2.018482944,J Lipid Res
12.642,2.016385561,Arch Gen Psychiat
6.516,2.449942037,J Am Chem Soc
4.773,2.023554623,J Biol Chem
7.514,0.464615442,Cancer Res
2.776,0.397418726,Exp Eye Res
9.598,0.380060246,J Cell Biol
9.643,0.393013364,P Natl Acad Sci Usa
5.076,1.413369309,J Med Chem
9.771,2.185457679,P Natl Acad Sci Usa
6.596,0.53175057,Development
8.662,1.090828789,Embo J
2.522,0.957509384,Future Med Chem
8.091,0.424634621,J Am Chem Soc
3.973,0.065531653,Am J Physiol-Heart C
4.218,1.583148614,Biophys J
3.643,0.356627138,Am J Physiol-Heart C
12.629,0.322996775,Am J Hum Genet
4.859,0.29658813,Breast Cancer Res Tr
6.203,1.692366073,Mol Microbiol
5.328,0.643058098,J Biol Chem
2.131,0.474927919,Anesth Analg
3.74,1.638146574,Chem Res Toxicol
2.019,0.565790613,Neurosci Lett
6.068,1.024997925,J Immunol
29.273,6.027545721,Nature
7.453,0.23430055,J Neurosci
18.97,1.519500604,J Clin Oncol
4.942,0.356427845,Mol Biol Cell
3.875,0.24061455,Infect Immun
4.722,1.102853717,Int J Cancer
3.226,0.415674724,Biochemistry-Us
5.328,0.801126093,J Biol Chem
1.532,0.353391431,J Gastroenterol
5.563,0.790067313,Mol Microbiol
7.905,1.788983305,Clin Chem
3.226,0.647459177,Biochemistry-Us
2.548,0.141669888,Biochem Bioph Res Co
3.011,0.348245839,Tob Control
14.807,1.028947814,Dev Cell
3.427,1.410187661,Magn Reson Med
5.937,0.638242608,Neuroimage
10.231,1.925096351,P Natl Acad Sci Usa
2.286,0.480373321,Bioorgan Med Chem
3.996,1.979533169,Infect Immun
6.068,1.259402535,J Immunol
4.941,1.752057408,Neuropsychopharmacol
2.749,0.250181997,Public Health Nutr
1.776,0.505999752,J Opt Soc Am A
4.174,0.495283005,Schizophr Res
6.634,2.089739021,Neurobiol Aging
36.104,12.20887637,Nature
6.858,1.331173047,Arterioscl Throm Vas
3.672,0.302663483,J Comp Neurol
8.026,0.111229388,Nucleic Acids Res
5.15,0.916359127,J Virol
7.991,2.04652655,Neuropsychopharmacol
1.691,1.406969356,J Clin Exp Neuropsyc
4.24,0.659633685,Schizophr Res
10.053,1.18913444,Embo J
2.58,0.693431381,J Chem Neuroanat
3.498,1.099560321,Biol Reprod
4.001,0.155044524,Genetics
6.387,0.197604824,J Immunol
3.226,0.063967693,Biochemistry-Us
3.166,1.01042701,Alcohol Clin Exp Res
3.381,0.942634761,J Cell Biochem
4.218,0.149254404,Biophys J
12.712,0.744543955,Nat Struct Mol Biol
4.925,0.35172699,Brit J Pharmacol
4.773,0.935067354,J Biol Chem
5.25,0.929893837,Org Lett
4.687,1.651271235,Pediatrics
6.144,0.4723545,J Cell Sci
1.138,0.313449368,Folia Parasit
2.932,1.61744901,Retina-J Ret Vit Dis
36.377,3.568520122,Nat Genet
9.38,0.474661851,P Natl Acad Sci Usa
5.15,0.469271055,J Virol
4.395,0.371524637,Am J Physiol-Endoc M
4.04,0.638258773,J Thorac Oncol
7.452,0.215035783,J Neurosci
2.839,0.436972701,Pediatr Res
3.949,0.770060529,Eur J Neurosci
1.827,1.634032003,Biometrics
6.773,1.115951098,Mol Cell Biol
7.741,0.767591248,Stem Cells
28.588,9.300242636,Nat Med
21.637,1.778866426,Immunity
4.029,10.45245728,Bmc Genomics
14.152,2.785137349,J Clin Invest
4.23,0.322681967,Am J Physiol-Cell Ph
5.979,0.124619425,Mol Biol Cell
9.408,1.596849975,Circ Res
4.175,0.516439199,J Bacteriol
10.086,1.839294189,Embo J
5.364,0.498037775,J Exp Bot
4.372,1.705655435,J Abnorm Psychol
24.077,1.011917671,Cancer Cell
6.441,5.966278239,Am J Pathol
6.773,1.131364935,Mol Cell Biol
7.616,2.843144103,Cancer Res
3.922,0.440739419,Biochemistry-Us
1.853,0.72003722,Psychol Res-Psych Fo
8.026,1.073172641,Nucleic Acids Res
31.223,3.406835447,Nat Med
4.351,0.223241979,Plos One
4.254,0.750539395,Biochem Pharmacol
6.225,0.944779895,J Bone Miner Res
3.993,0.345529061,J Bacteriol
5.52,0.847609294,J Biol Chem
7.571,1.566179763,Ann Neurol
5.239,0.372854031,J Mol Biol
3.79,0.829460742,J Org Chem
5.546,0.919465372,Mol Plant
3.875,1.077874392,Infect Immun
4.491,1.128952663,Antioxid Redox Sign
6.355,0.48562951,J Biol Chem
5.589,0.5341935,Am J Epidemiol
6.355,0.69250767,J Biol Chem
4.374,1.157493891,Schizophr Res
13.26,2.607200654,Neuron
6.677,0.334776249,Chem Biol
6.954,1.883144129,Nucleic Acids Res
5.08,3.194468046,Mol Pharmacol
5.745,0.71215823,Am J Epidemiol
7.49,0.437620796,J Neurosci
4.009,0.738168396,Biol Reprod
7.271,2.040792822,J Neurosci
3.166,1.097724353,Alcohol Clin Exp Res
9.489,1.188966341,Circ Res
4.612,0.349087497,Mol Pharmacol
5.796,1.634762158,Am J Pathol
5.479,0.905341489,Biomacromolecules
2.286,2.746248566,Bioorgan Med Chem
2.415,0.781849778,Tob Control
6.741,1.576194716,Nat Methods
5.225,0.733569966,J Virol
1.909,0.140944432,Arch Virol
4.115,0.60804742,J Pediatr-Us
2.218,0.44307216,Brain Res
10.452,1.787969375,P Natl Acad Sci Usa
3.876,0.74170791,J Neurophysiol
7.856,1.712495119,Cancer Res
4.146,0.61041965,J Bacteriol
6.52,0.337573255,Mol Biol Cell
3.278,1.641218963,Opt Express
2.253,0.437290315,J Magn Reson
7.801,1.636587694,Hum Mol Genet
5.398,1.968217815,J Virol
4.531,0.906763579,Mol Pharmacol
1.566,0.099639858,Dev Neurosci-Basel
2.474,0.951872261,Brain Res
5.44,0.8109049,Free Radical Bio Med
3.522,0.602407735,Am J Physiol-Gastr L
3.528,0.686134222,J Neuroimmune Pharm
1.043,0.027599092,Somatosens Mot Res
3.712,0.460592099,Am J Physiol-Heart C
7.178,1.392954681,J Neurosci
5.147,1.328549367,J Cerebr Blood F Met
5.016,0.170281464,Dna Repair
10.231,1.542232952,P Natl Acad Sci Usa
3.228,0.301643722,Exerc Sport Sci Rev
6.482,0.342132133,J Biol Chem
2.522,0.989746065,Future Med Chem
4.538,0.931405059,Gene Ther
6.383,0.279127949,J Cell Sci
8.721,2.802267983,Plos Genet
2.239,0.806454869,Mol Vis
5.788,0.320106372,J Immunol
7.616,0.539431767,Cancer Res
5.563,1.079775192,Mol Microbiol
6.355,0.554279786,J Biol Chem
17.013,0.86116673,Gene Dev
4.335,1.7006903,J Pharmacol Exp Ther
5.788,0.391458552,J Immunol
30.011,0.171617549,Jama-J Am Med Assoc
9.49,1.645530897,Brain
7.543,0.794617729,Cancer Res
8.306,4.7334445,J Neurosci
5.925,1.981422599,Chem-Eur J
2.879,0.57121525,Exp Gerontol
4.098,0.407351061,J Pharmacol Exp Ther
1.854,0.963078951,Oral Microbiol Immun
5.854,0.504935708,J Biol Chem
6.057,2.548677782,Mol Cell Biol
3.422,0.700565553,Biochemistry-Us
3.954,1.106737689,Eukaryot Cell
4.012,0.605082102,J Control Release
15.456,1.325294065,Nat Neurosci
3.79,0.468547935,Febs J
3.431,0.686740957,Am J Physiol-Gastr L
9.898,0.877830071,Blood
3.145,0.401598548,J Neurobiol
5.328,0.104172972,J Biol Chem
6.486,0.954489252,J Immunol
13.598,3.364821012,J Clin Oncol
6.779,1.189744562,Biol Psychiat
2.803,0.447965548,Mol Biochem Parasit
9.432,1.031402313,P Natl Acad Sci Usa
3.712,1.078540716,Am J Physiol-Heart C
10.452,1.024016269,P Natl Acad Sci Usa
10.452,0.95588105,P Natl Acad Sci Usa
7.452,0.993426043,J Neurosci
3.929,2.048922312,Environ Health Persp
7.689,0.382191568,J Am Soc Nephrol
7.419,0.504302666,J Am Chem Soc
4.993,1.168223254,Endocrinology
2.733,0.237431754,Biopolymers
5.42,0.131312559,Org Lett
7.271,0.130061543,J Neurosci
3.922,0.861340422,Biochemistry-Us
5.808,0.447805824,J Biol Chem
6.355,0.446152935,J Biol Chem
9.721,2.089889948,Circ Res
5.375,1.014272009,Carcinogenesis
3.556,0.989292661,Neuroscience
4.351,0.10694106,Plos One
6.387,0.776346937,J Immunol
9.489,1.460279661,Circ Res
4.008,0.807907091,Biochemistry-Us
8.848,3.348247606,Diabetes
2.948,0.492532469,Anal Biochem
3.061,1.280406932,Int J Pharm
2.045,0.502288048,Theriogenology
9.681,1.259932787,P Natl Acad Sci Usa
5.402,0.415635559,J Virol
32.406,2.737780545,Cell
30.927,11.16346614,Science
2.203,0.052151592,J Membrane Biol
10.272,0.039566847,P Natl Acad Sci Usa
6.064,0.362343929,Cardiovasc Res
4.26,0.65373318,J Neurochem
5.15,0.531256249,J Virol
3.982,0.320738077,Exp Neurol
3.337,0.215733623,Bmc Dev Biol
9.865,7.231056948,Acs Nano
4.35,0.251777105,Bioconjugate Chem
3.919,0.732704974,Cancer Epidem Biomar
18.122,0.992502397,Cancer Cell
5.225,1.068386773,J Virol
3.64,1.970937556,Int J Obesity
3.462,0.239087905,Protein Sci
7.603,0.69391128,Development
7.69,0.219102574,Cancer Res
4.375,1.161755394,Int J Cancer
2.434,2.208352414,J Biomech
18.207,2.81099614,Cell Metab
3.56,0.440322279,Am J Physiol-Heart C
4.003,0.597279586,J Gerontol A-Biol
2.547,0.426896082,Brain Cognition
2.648,0.300983824,Biochem Bioph Res Co
5.756,2.895969694,Stroke
10.231,2.447919834,P Natl Acad Sci Usa
6.787,0.60330123,Arth Rheum/Ar C Res
4.022,0.280742904,Mayo Clin Proc
4.586,0.604890821,J Cell Physiol
4.319,1.141476939,Am J Resp Cell Mol
2.306,0.949871116,J Pain
9.38,0.958674679,P Natl Acad Sci Usa
3.166,1.791245924,Alcohol Clin Exp Res
4.627,0.976945406,J Leukocyte Biol
5.636,3.611041511,Environ Health Persp
13.41,0.908014889,Neuron
5.697,0.909275696,Am J Pathol
6.293,0.839674246,J Immunol
8.58,0.985603363,J Am Chem Soc
6.606,1.42334639,Am J Clin Nutr
4.802,0.369312335,J Med Chem
1.593,0.797794724,Aids Care
6.177,1.098495044,J Exp Psychol Gen
3.753,0.150980772,Opt Express
3.765,0.315279894,Virology
2.627,0.593302543,Nutr Cancer
5.328,0.473162976,J Biol Chem
5.678,0.355112442,Neurology
2.958,1.116938141,J Neurosci Res
2.657,0.198691912,Arch Biochem Biophys
4.773,2.600137915,J Biol Chem
10.734,0.999465169,Hepatology
2.548,0.153011038,Biochem Bioph Res Co
6.669,0.581788458,Am J Clin Nutr
2.351,0.243734615,Neuroreport
4.746,1.201219979,Am J Physiol-Endoc M
3.817,0.180263762,Am J Physiol-Cell Ph
2.526,0.162160398,Exp Biol Med
3.734,0.451574377,Neuropharmacology
5.355,0.890163087,Ann Fam Med
4.138,0.141212808,Am J Physiol-Endoc M
5.398,1.625182634,Neurorehab Neural Re
3.653,0.701847342,Biophys J
7.479,0.037619928,Nucleic Acids Res
3.075,0.044306877,Bioorgan Med Chem
5.01,0.358026545,Mol Microbiol
4.734,0.171932881,Int J Cancer
2.055,0.190551407,Neurosci Lett
3.695,0.48131664,Exp Cell Res
4.442,0.295117488,Bipolar Disord
5.399,0.575790051,Free Radical Bio Med
2.854,0.376472305,Behav Pharmacol
6.012,1.518406028,Am J Gastroenterol
3.508,0.785876444,Magn Reson Med
4.033,0.266193249,Infect Immun
6.355,0.859700236,J Biol Chem
7.115,0.387373914,J Neurosci
2.311,0.271762836,J Abnorm Child Psych
3.449,1.391094982,Magn Reson Med
7.69,1.90493828,Cancer Res
13.946,2.569194017,Dev Cell
6.335,1.25027962,Nat Protoc
3.88,1.557160113,Opt Express
23.563,3.670995454,Cell Stem Cell
4.303,0.670700078,Eukaryot Cell
4.146,0.505384078,J Mol Biol
12.023,1.338509207,J Cell Biol
6.177,1.336553348,Clin Cancer Res
7.806,0.23929723,Hum Mol Genet
4.146,0.606998009,J Mol Biol
2.76,0.117851788,Mol Hum Reprod
8.993,0.938892034,Embo J
6.903,2.520055833,J Am Chem Soc
2.445,1.435095012,Physiol Behav
4.627,0.461525152,J Leukocyte Biol
2.634,1.354420854,Behav Genet
6.387,1.111135713,J Immunol
4.89,0.483490209,J Mol Biol
2.813,0.624634594,Proteins
5.308,1.950626469,J Virol
7.696,7.376981686,J Am Chem Soc
2.932,2.043610063,J Gerontol A-Biol
5.366,0.401892211,Carcinogenesis
3.01,0.305541535,J Rheumatol
9.989,1.185149818,Circ Res
3.939,0.284530901,Am J Physiol-Lung C
6.52,0.611303975,Mol Biol Cell
7.235,2.840021497,Arterioscl Throm Vas
6.387,0.109360607,J Immunol
6.873,0.621061834,Mol Ther
4.289,0.541520345,Genetics
3.222,0.309293386,Drug Alcohol Depen
16.214,12.14141498,Accounts Chem Res
4.092,0.26696591,Org Lett
2.678,0.444801794,Pharm Res
8.597,2.247388811,Hum Mol Genet
7.696,2.973899973,J Am Chem Soc
2.077,0.783072131,Laser Surg Med
4.006,1.423002008,Biochem Pharmacol
7.371,0.992470765,J Am Soc Nephrol
2.078,0.323016911,Mol Med
5.15,0.261674446,J Virol
4.909,1.535710066,Brain Behav Immun
6.791,0.714609409,Arterioscl Throm Vas
14.293,0.378610301,J Am Coll Cardiol
5.865,0.554031616,J Infect Dis
6.307,0.52908435,Am J Clin Nutr
3.08,0.55827326,Virology
5.581,1.02691725,J Biol Chem
6.908,0.335061793,Hypertension
3.398,0.217105326,Neurosurgery
3.409,0.30438833,J Cell Biochem
5.581,1.236601191,J Biol Chem
4.004,0.7570636,Infect Immun
9.598,0.322778154,P Natl Acad Sci Usa
3.743,0.465422047,Electrophoresis
3.42,0.602610477,Psychopharmacology
3.54,0.072964155,J Cell Biochem
4.379,0.209015528,Dev Biol
15.053,2.291300454,J Clin Invest
12.889,0.82125244,Gene Dev
4.368,0.746521329,Org Lett
6.946,2.060887736,Am J Pathol
5.229,0.430506579,J Mol Biol
9.643,1.474600766,P Natl Acad Sci Usa
9.432,0.66321201,P Natl Acad Sci Usa
4.657,0.121860626,Autophagy
5.558,0.673314457,Mol Biol Cell
5.25,1.035436413,Org Lett
7.907,1.64826897,J Neurosci
3.766,0.948640499,Invest Ophth Vis Sci
4.536,0.87903664,Eur J Immunol
7.535,2.406948505,Brain
1.905,0.051053905,Dna Cell Biol
5.779,0.332026009,Ann Med
2.371,0.584832557,Mol Carcinogen
5.807,0.18337792,Mol Endocrinol
4.722,1.190246854,Int J Cancer
7.115,0.471888741,J Neurosci
11.089,3.118707083,Ann Neurol
7.505,0.834938985,J Am Soc Nephrol
3.922,0.631217573,Biochemistry-Us
3.154,0.6882969,Microbes Infect
5.895,1.693197251,Neuroimage
6.355,0.239244277,J Biol Chem
4.192,0.761785601,Gene Chromosome Canc
7.907,2.794354446,J Neurosci
6.111,0.272857682,J Cell Sci
7.656,0.933376386,Cancer Res
1.238,1.043258443,Aids Educ Prev
5.342,0.344394991,Hypertension
5.105,1.301074497,J Gen Physiol
4.042,0.110035893,Hum Genet
14.152,1.413178713,J Clin Invest
4.003,1.252545105,J Pharmacol Exp Ther
0.86,0.347039332,Connect Tissue Res
4.013,1.424643024,J Bacteriol
6.516,1.074626488,J Am Chem Soc
5.895,2.189396725,Neuroimage
3.5,0.853063198,J Struct Biol
12.457,0.449869904,Gastroenterology
7.656,0.609010219,Cancer Res
6.878,0.96827945,Nucleic Acids Res
14.816,2.034862542,Circulation
7.616,1.959161121,Cancer Res
3.318,2.081739677,Opt Lett
4.657,0.546160662,Autophagy
6.347,2.678301864,Structure
4.641,2.213512008,Mol Cell Neurosci
12.903,0.843878635,Mol Cell
1.089,0.58733724,Comput Biol Med
4.303,0.178632563,Eukaryot Cell
4.813,0.701753946,Free Radical Bio Med
7.672,0.929073391,Cancer Res
14.273,3.642866649,Arch Gen Psychiat
2.454,0.522851898,J Theor Biol
6.516,2.635244854,J Am Chem Soc
0.614,0.671288249,Am J Health Behav
4.575,0.358295794,Cardiovasc Res
13.455,0.960161988,Angew Chem Int Edit
3.922,0.856655581,Biochemistry-Us
5.855,0.728807014,Stroke
9.643,1.001458322,P Natl Acad Sci Usa
4.877,0.325893382,Bioinformatics
3.609,0.063681562,Febs Lett
2.735,0.190235914,Physiol Genomics
3.851,0.12459508,Inorg Chem
5.673,0.658315896,Am J Pathol
3.379,0.582810923,Biochemistry-Us
9.38,0.552186323,P Natl Acad Sci Usa
5.328,1.990758211,J Biol Chem
9.598,0.600692474,P Natl Acad Sci Usa
13.114,2.757802067,Ann Intern Med
7.885,0.428653766,J Am Chem Soc
8.142,0.643126357,Mol Cell Biol
7.19,0.790072174,Arth Rheum/Ar C Res
3.734,0.361034741,Neuropharmacology
6.614,0.422290593,Hypertension
6.91,0.757657391,J Cell Sci
3.392,0.190249322,Proteins
3.643,1.311246865,Am J Physiol-Heart C
2.545,0.50142685,Biopolymers
4.008,0.429862075,Biochemistry-Us
3.726,0.553036258,J Bacteriol
9.38,0.449763901,P Natl Acad Sci Usa
7.764,0.586331321,Development
1.439,0.097817695,J Parasitol
4.205,1.277943951,Infect Immun
1.637,0.281307627,Appl Optics
5.581,1.582888529,J Biol Chem
5.359,0.69083459,Anesthesiology
7.235,2.875340582,Arterioscl Throm Vas
5.328,1.083316328,J Biol Chem
4.174,0.028948809,Schizophr Res
2.149,0.137178056,Nutr Cancer
23.858,1.287144225,Cancer Cell
9.898,1.692752776,Blood
5.328,0.602430314,J Biol Chem
5.799,0.368206796,J Clin Psychiat
4.145,0.338619606,Bone
3.658,0.430970023,Am J Physiol-Heart C
2.167,0.134485168,Vision Res
3.491,0.455556941,Chem Res Toxicol
5.42,0.160753197,Org Lett
3.258,0.233719345,Am J Physiol-Gastr L
5.634,1.183837725,Mol Microbiol
3.395,0.136056902,Eukaryot Cell
3.166,1.436708696,Alcohol Clin Exp Res
7.093,0.874660941,Mol Cell Biol
5.52,0.69432857,J Biol Chem
31.853,16.41865787,Science
3.481,1.237123086,Cognition
10.951,2.458370868,J Cell Biol
7.479,0.644547577,Nucleic Acids Res
1.925,0.158930179,Neurosci Lett
2.921,0.519345425,Bioorgan Med Chem
3.79,0.515414476,J Org Chem
5.581,0.544623404,J Biol Chem
5.854,0.889623366,J Biol Chem
6.606,1.38096865,Kidney Int
8.172,1.623038377,Neurology
5.542,0.69992237,J Mol Biol
3.466,0.333968872,Invest Ophth Vis Sci
6.773,1.124059157,Mol Cell Biol
3.226,0.238326719,Biochemistry-Us
3.427,0.486251425,Neuroscience
8.883,0.41378733,Plos Genet
14.101,0.501992614,Plos Biol
3.599,0.268923928,Drug Alcohol Depen
5.487,1.455363244,Am J Pathol
11.732,0.565791206,Curr Biol
5.635,1.877403354,Anal Chem
3.368,1.214933785,Biochemistry-Us
6.488,2.92276348,Clin Cancer Res
4.069,0.750642078,Dev Biol
15.053,1.67532768,J Clin Invest
11.632,1.789853396,Circulation
3.075,0.259063263,Genomics
5.799,1.146625157,J Clin Endocr Metab
4.684,0.597133519,J Nucl Med
14.439,2.916389581,Neuron
3.214,1.396811267,Nmr Biomed
5.684,1.098392837,J Proteome Res
3.753,0.093233225,J Appl Physiol
31.253,3.235608947,Cell
3.767,0.228872755,Exp Neurol
28.103,5.640701572,Science
13.965,0.617915058,J Exp Med
6.52,1.270465809,Mol Biol Cell
5.332,0.467499563,J Virol
6.42,0.232741406,Mol Cell Biol
6.486,0.753320664,J Immunol
4.945,0.157517394,Endocrinology
5.821,2.486174328,Lab Chip
13.623,0.566287838,Gene Dev
6.903,2.053872039,J Am Chem Soc
2.257,0.403276516,Compr Psychiat
7.506,2.674748864,J Neurosci
10.452,1.026936776,P Natl Acad Sci Usa
2.051,0.475322748,Vision Res
5.581,1.473817854,J Biol Chem
6.418,0.436461588,Diabetologia
4.789,0.336538544,Pediatrics
2.971,0.631964429,Intens Care Med
7.115,0.412165225,J Neurosci
4.39,1.467916436,Biophys J
6.293,0.451934474,J Immunol
9.721,1.273633168,Circ Res
5.868,0.295817946,Dna Repair
6.482,0.86758646,J Biol Chem
2.827,0.307909921,Synapse
3.888,0.630723218,Osteoarthr Cartilage
15.61,0.622153644,Gene Dev
6.878,0.173461996,Nucleic Acids Res
5.454,0.282457067,Ophthalmology
5.835,0.367632862,Aids
5.225,0.489771853,J Virol
3.846,0.159059737,Cancer Sci
8.58,1.01847635,J Am Chem Soc
28.103,1.775557787,Science
7.235,0.813039361,Arterioscl Throm Vas
6,0.766869753,J Immunol
3.919,0.44056761,Cancer Epidem Biomar
3.572,0.958223107,Osteoarthr Cartilage
8.051,2.057656407,Ann Neurol
6.482,0.571358548,J Biol Chem
7.91,1.003165601,Trends Microbiol
10.452,0.363767288,P Natl Acad Sci Usa
4.802,0.188445353,Org Lett
2.312,0.13030126,Method Enzymol
3.597,0.252272468,Invest Ophth Vis Sci
8.111,0.612368772,Ann Rheum Dis
3.684,0.616111885,J Neurophysiol
3.226,0.894638827,Biochemistry-Us
11.602,1.742846343,J Cell Biol
4.659,1.740844414,Brain Behav Immun
7.49,1.513865353,J Neurosci
5.234,0.540033862,Dev Biol
5.673,1.774140834,J Cerebr Blood F Met
1.795,0.193121643,Am J Med Sci
4.416,1.186277306,Dev Biol
3.332,0.355203445,Chem Res Toxicol
6.835,2.305511481,Neuropsychopharmacol
7.764,0.602360396,Development
5.126,0.893775481,Cell Transplant
2.463,0.804557396,Brain Res
7.614,2.041160249,Am J Psychiat
3.023,0.418098962,Nucl Med Biol
3.825,0.283921134,J Bacteriol
3.093,0.458581989,Med Image Anal
7.656,1.18751282,Cancer Res
3.942,0.452475588,Am J Physiol-Cell Ph
5.063,2.099436931,Free Radical Bio Med
1.36,0.545511942,Optometry Vision Sci
4.854,0.620726132,J Child Psychol Psyc
9.38,0.743516923,P Natl Acad Sci Usa
6.25,0.614604557,Clin Cancer Res
1.971,0.14924026,Ann Ny Acad Sci
3.267,0.594671324,Gen Comp Endocr
5.52,0.215208002,J Biol Chem
5.933,0.764603364,Orphanet J Rare Dis
9.643,3.083155884,P Natl Acad Sci Usa
3.675,0.883998758,J Org Chem
10.153,1.453007423,Am J Hum Genet
10.272,0.72095981,P Natl Acad Sci Usa
4.472,3.536964143,J Mol Biol
9.643,0.632999017,P Natl Acad Sci Usa
3.489,1.348470431,Malaria J
4.507,0.708919601,Biophys J
2.526,0.46456667,Depress Anxiety
6.337,0.389723944,Structure
1.534,0.726746802,Appl Optics
4.293,0.2897706,Cancer Immunol Immun
5.468,1.910954848,Bioinformatics
15.664,3.087137969,Nat Neurosci
7.453,0.731606582,J Neurosci
6.747,0.432225687,Clin Cancer Res
2.473,0.251804775,Chem Biol Drug Des
1.405,0.756640574,J Parasitol
2.833,0.418408977,Cancer Chemoth Pharm
8.115,0.390276797,J Allergy Clin Immun
8.091,0.60491249,J Am Chem Soc
2.397,0.129706982,Eur J Cardio-Thorac
50.017,5.012407992,New Engl J Med
10.052,0.796774557,Eur Heart J
6.039,1.967217747,Biol Psychiat
9.432,0.465397075,P Natl Acad Sci Usa
3.848,0.357193895,Biochemistry-Us
4.016,0.494497301,J Urology
2.307,0.470463344,J Child Adol Psychop
4.023,0.924411216,J Consult Clin Psych
13.853,1.153708464,J Exp Med
5.131,0.426571976,Cancer-Am Cancer Soc
5.979,0.415469826,Mol Biol Cell
9.907,1.668912504,J Am Chem Soc
10.452,3.082611041,P Natl Acad Sci Usa
6.903,1.424036668,J Am Chem Soc
2.489,1.241795186,Bmc Genet
4.008,0.266307928,Biochemistry-Us
4.531,0.605286664,J Chromatogr A
5.406,1.240463474,Carcinogenesis
6.068,0.673236204,J Immunol
2.446,0.558001476,Am J Trop Med Hyg
24.221,1.428486185,Immunity
6.325,0.66213692,J Clin Endocr Metab
3.162,0.529748563,Cognition
7.506,3.241078895,J Neurosci
6.202,0.64951154,J Clin Endocr Metab
8.649,1.057086402,Cancer Res
3.794,0.372860315,Atherosclerosis
2.708,0.268406308,Mol Med
1.523,1.087567239,J Acoust Soc Am
2.637,0.276589473,Mol Cell Endocrinol
3.263,1.157517966,Mech Develop
6.883,0.687650677,Arterioscl Throm Vas
7.885,0.34372122,J Am Chem Soc
7.506,1.098522797,J Neurosci
2.234,0.367715573,Int J Oncol
9.771,0.794035905,P Natl Acad Sci Usa
7.115,1.578310876,J Neurosci
7.178,1.010175677,J Neurosci
7.955,0.848064645,Diabetes
5.702,0.761127385,Carcinogenesis
5.398,0.297662473,J Virol
7.912,1.692933849,Diabetes Care
3.528,0.599397009,Invest Ophth Vis Sci
5.682,0.866216323,J Infect Dis
3.277,0.913455631,Tob Control
3.735,0.472972364,Am J Physiol-Lung C
7.419,1.432896159,J Am Chem Soc
11.829,2.287197525,Angew Chem Int Edit
10.231,0.555417942,P Natl Acad Sci Usa
2.025,0.243312212,Clin Genet
6.718,0.228443967,Diabetes Care
2.133,0.223985871,Addict Behav
7.149,0.228325713,Development
2.26,0.338887978,Neurochem Res
5.37,1.945237489,J Cerebr Blood F Met
7.093,1.331806423,Mol Cell Biol
5.581,0.850852277,J Biol Chem
7.216,0.609861183,Oncogene
5.178,1.024155923,J Virol
11.91,1.106915796,Curr Biol
7.506,0.405679573,J Neurosci
3.415,0.658464277,J Biol Inorg Chem
2.04,0.096351885,Fems Microbiol Lett
3.681,0.746027612,Am J Physiol-Gastr L
2.53,0.690412579,Prostag Leukotr Ess
7.178,1.782428791,J Neurosci
5.52,0.541113062,J Biol Chem
4.224,0.584084165,J Leukocyte Biol
4.008,0.151639185,Biochemistry-Us
4.123,0.304019463,Am J Physiol-Endoc M
4.043,0.526363595,Am J Physiol-Lung C
5.224,0.122493353,Am J Pathol
7.517,0.98526862,Mol Biol Cell
4.317,1.064367004,Mol Cancer Res
3.114,0.26577505,J Neurophysiol
4.269,0.429508908,Langmuir
3.062,0.167692676,J Mass Spectrom
7.822,0.889104022,Mol Cell Biol
2.776,0.517024369,Exp Eye Res
3.617,1.118087184,Biochem Pharmacol
5.359,1.004825419,Cell Cycle
1.726,0.385072023,Percept Psychophys
3.392,0.700654785,Alcohol Clin Exp Res
